F,VENUE,TEAMS,DATE,Win,Road PTS,Home PTS,1Q,2Q,3Q,4Q,OT1,OT2,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,AST,PF,STL,TO,BLK,PTS,POSS,PACE,OEFF,DEFF,TEAM REST DAYS,DATASET
86,Road,Minnesota,7/11/2021,1,86,61,29,14,21,22,,,200,33,59,9,19,11,15,8,29,37,26,20,6,18,4,86,75.6,75.6,113.756613757,79.759414226,1,WNBA 2021 Commissioner’s Cup
54,Home,New York,7/11/2021,0,71,54,12,16,9,17,,,200,17,56,9,29,11,17,5,29,34,15,11,0,16,1,54,74.48,74.48,72.502685285,96.153846154,1,WNBA 2021 Commissioner’s Cup
71,Road,Connecticut,7/11/2021,1,71,54,22,15,18,16,,,200,25,66,11,30,10,11,7,35,42,15,21,11,10,1,71,73.84,73.84,96.153846154,72.502685285,1,WNBA 2021 Commissioner’s Cup
82,Home,Seattle,7/11/2021,1,75,82,21,23,22,16,,,200,30,62,10,27,12,16,6,28,34,17,16,5,11,1,82,74.04,74.04,110.750945435,93.703148426,1,WNBA 2021 Commissioner’s Cup
75,Road,Phoenix,7/11/2021,0,75,82,23,16,17,19,,,200,27,67,9,23,12,16,8,24,32,21,21,6,14,2,75,80.04,80.04,93.703148426,110.750945435,1,WNBA 2021 Commissioner’s Cup
87,Home,Chicago,8/15/2021,1,85,87,19,16,18,26,8,,225,33,77,9,24,12,17,10,34,44,28,22,3,18,4,87,92.48,82.204444444,94.074394464,93.079281647,3+,WNBA 2021 Regular Season
85,Road,Seattle,8/15/2021,0,85,87,24,8,23,24,6,,225,29,84,6,18,21,28,13,34,47,22,17,9,8,5,85,91.32,81.173333333,93.079281647,94.074394464,2,WNBA 2021 Regular Season
59,Home,Dallas,8/15/2021,0,80,59,14,13,19,13,,,200,24,52,7,16,4,6,1,21,22,12,16,6,19,4,59,72.64,72.64,81.22246696,111.856823266,3+,WNBA 2021 Regular Season
80,Road,Connecticut,8/15/2021,1,80,59,24,23,15,18,,,200,33,66,7,17,7,8,9,25,34,19,10,12,11,5,80,71.52,71.52,111.856823266,81.22246696,2,WNBA 2021 Regular Season
75,Home,Los Angeles,8/15/2021,1,70,75,26,23,10,16,,,200,29,66,7,20,10,14,7,30,37,17,24,3,15,6,75,80.16,80.16,93.562874251,87.238285145,3+,WNBA 2021 Regular Season
70,Road,Indiana,8/15/2021,0,70,75,22,24,13,11,,,200,24,72,4,18,18,21,15,24,39,10,19,8,14,3,70,80.24,80.24,87.238285145,93.562874251,3+,WNBA 2021 Regular Season
84,Home,Las Vegas,8/15/2021,1,83,84,15,20,20,29,,,200,33,69,3,10,15,21,8,30,38,20,13,4,11,1,84,81.24,81.24,103.397341211,101.268911664,3+,WNBA 2021 Regular Season
83,Road,Washington,8/15/2021,0,83,84,27,23,19,14,,,200,33,73,10,29,7,9,6,27,33,18,24,5,11,2,83,81.96,81.96,101.268911664,103.397341211,3+,WNBA 2021 Regular Season
88,Home,Minnesota,8/15/2021,1,78,88,24,21,19,24,,,200,32,66,6,19,18,21,8,28,36,24,14,6,11,6,88,78.24,78.24,112.474437628,101.509630401,3+,WNBA 2021 Regular Season
78,Road,New York,8/15/2021,0,78,88,21,20,24,13,,,200,32,71,6,20,8,11,7,23,30,16,20,9,8,2,78,76.84,76.84,101.509630401,112.474437628,3+,WNBA 2021 Regular Season
92,Home,Phoenix,8/15/2021,1,81,92,23,17,23,29,,,200,35,70,10,25,12,17,11,34,45,27,12,3,17,10,92,83.48,83.48,110.206037374,93.017914561,3+,WNBA 2021 Regular Season
81,Road,Atlanta,8/15/2021,0,81,92,12,23,23,23,,,200,37,90,3,17,4,7,15,25,40,18,23,8,9,4,81,87.08,87.08,93.017914561,110.206037374,3+,WNBA 2021 Regular Season
76,Home,Chicago,8/17/2021,0,80,76,15,21,18,22,,,200,30,72,8,24,8,8,10,22,32,22,15,4,10,12,76,75.52,75.52,100.63559322,98.039215686,1,WNBA 2021 Regular Season
80,Road,Dallas,8/17/2021,1,80,76,18,15,26,21,,,200,30,78,7,14,13,15,15,30,45,20,6,7,12,5,80,81.6,81.6,98.039215686,100.63559322,1,WNBA 2021 Regular Season
72,Home,Connecticut,8/17/2021,1,60,72,27,15,20,10,,,200,26,60,6,17,14,16,2,28,30,20,12,9,14,1,72,79.04,79.04,91.093117409,77.841203944,1,WNBA 2021 Regular Season
60,Road,Minnesota,8/17/2021,0,60,72,14,14,18,14,,,200,25,60,5,16,5,7,3,19,22,16,18,8,17,3,60,77.08,77.08,77.841203944,91.093117409,1,WNBA 2021 Regular Season
85,Home,Los Angeles,8/17/2021,1,80,85,17,13,19,25,11,,225,36,80,5,22,8,10,6,35,41,29,18,9,14,5,85,92.4,82.133333333,91.991341991,87.032201915,1,WNBA 2021 Regular Season
80,Road,Atlanta,8/17/2021,0,80,85,17,19,19,19,6,,225,34,88,5,20,7,18,17,31,48,20,13,10,13,2,80,91.92,81.706666667,87.032201915,91.991341991,1,WNBA 2021 Regular Season
93,Home,Las Vegas,8/17/2021,1,83,93,23,18,28,24,,,200,34,60,6,11,19,23,3,34,37,20,13,4,14,3,93,81.12,81.12,114.644970414,101.466992665,1,WNBA 2021 Regular Season
83,Road,Washington,8/17/2021,0,83,93,21,28,18,16,,,200,30,70,5,27,18,20,5,24,29,15,19,9,8,2,83,81.8,81.8,101.466992665,114.644970414,1,WNBA 2021 Regular Season
84,Home,Phoenix,8/17/2021,1,80,84,16,19,23,26,,,200,28,67,6,20,22,24,8,27,35,20,18,4,13,7,84,82.56,82.56,101.744186047,105.988341282,1,WNBA 2021 Regular Season
80,Road,Indiana,8/17/2021,0,80,84,16,23,15,26,,,200,30,66,10,22,10,17,11,27,38,16,20,8,13,3,80,75.48,75.48,105.988341282,101.744186047,1,WNBA 2021 Regular Season
83,Home,New York,8/18/2021,1,79,83,21,21,20,21,,,200,31,60,12,25,9,10,5,26,31,19,13,6,21,4,83,80.4,80.4,103.233830846,92.505854801,2,WNBA 2021 Regular Season
79,Road,Seattle,8/18/2021,0,79,83,24,17,31,7,,,200,31,71,9,26,8,10,4,22,26,18,14,14,14,3,79,85.4,85.4,92.505854801,103.233830846,2,WNBA 2021 Regular Season
82,Home,Connecticut,8/19/2021,1,71,82,17,25,20,20,,,200,27,55,5,14,23,25,3,28,31,17,18,5,17,2,82,80,80,102.5,94.164456233,1,WNBA 2021 Regular Season
71,Road,Minnesota,8/19/2021,0,71,82,14,22,12,23,,,200,28,66,5,14,10,10,5,17,22,18,24,7,10,5,71,75.4,75.4,94.164456233,102.5,1,WNBA 2021 Regular Season
66,Home,Los Angeles,8/19/2021,1,64,66,16,20,20,10,,,200,25,56,5,14,11,17,8,24,32,16,15,6,19,2,66,74.48,74.48,88.614393126,84.121976866,1,WNBA 2021 Regular Season
64,Road,Atlanta,8/19/2021,0,64,66,9,19,15,21,,,200,26,66,8,25,4,7,11,23,34,15,21,7,18,5,64,76.08,76.08,84.121976866,88.614393126,1,WNBA 2021 Regular Season
77,Home,Phoenix,8/19/2021,1,64,77,18,21,21,17,,,200,32,62,4,14,9,13,10,34,44,19,22,2,18,4,77,75.72,75.72,101.690438457,78.469838156,1,WNBA 2021 Regular Season
64,Road,Washington,8/19/2021,0,64,77,22,22,9,11,,,200,21,75,6,26,16,24,14,20,34,9,17,8,10,5,64,81.56,81.56,78.469838156,101.690438457,1,WNBA 2021 Regular Season
81,Home,Dallas,8/20/2021,0,83,81,26,22,22,11,,,200,28,60,9,22,16,18,7,23,30,18,19,5,14,6,81,74.92,74.92,108.115323011,116.507580011,2,WNBA 2021 Regular Season
83,Road,Indiana,8/20/2021,1,83,81,17,28,20,18,,,200,29,64,7,20,18,21,10,18,28,20,18,8,8,2,83,71.24,71.24,116.507580011,108.115323011,2,WNBA 2021 Regular Season
83,Home,New York,8/20/2021,0,99,83,30,17,16,20,,,200,27,70,12,30,17,19,5,24,29,19,18,7,9,5,83,82.36,82.36,100.777076251,124.747983871,1,WNBA 2021 Regular Season
99,Road,Seattle,8/20/2021,1,99,83,23,23,30,23,,,200,33,68,14,26,19,19,9,32,41,24,14,2,12,6,99,79.36,79.36,124.747983871,100.777076251,1,WNBA 2021 Regular Season
69,Home,Atlanta,8/21/2021,0,84,69,17,15,25,12,,,200,29,72,5,21,6,8,6,18,24,11,19,13,9,5,69,78.52,78.52,87.875700458,106.761565836,1,WNBA 2021 Regular Season
84,Road,Phoenix,8/21/2021,1,84,69,20,19,21,24,,,200,30,57,9,19,15,22,10,37,47,22,14,4,22,5,84,78.68,78.68,106.761565836,87.875700458,1,WNBA 2021 Regular Season
95,Home,Chicago,8/21/2021,0,101,95,26,18,22,29,,,200,35,73,9,24,16,19,3,20,23,24,27,6,9,8,95,87.36,87.36,108.745421245,116.736014794,3+,WNBA 2021 Regular Season
101,Road,Minnesota,8/21/2021,1,101,95,33,15,24,29,,,200,34,63,5,8,28,33,4,29,33,22,19,4,13,4,101,86.52,86.52,116.736014794,108.745421245,1,WNBA 2021 Regular Season
83,Home,New York,8/22/2021,0,86,83,18,27,27,11,,,200,26,63,16,35,15,18,5,29,34,23,23,7,22,2,83,87.92,87.92,94.40400364,105.703048181,1,WNBA 2021 Regular Season
86,Road,Los Angeles,8/22/2021,1,86,83,25,13,28,20,,,200,32,68,8,23,14,19,5,22,27,22,23,11,10,6,86,81.36,81.36,105.703048181,94.40400364,2,WNBA 2021 Regular Season
78,Home,Washington,8/22/2021,0,85,78,21,12,21,24,,,200,28,76,7,22,15,16,9,32,41,22,16,7,14,1,78,88.04,88.04,88.596092685,98.791259879,2,WNBA 2021 Regular Season
85,Road,Seattle,8/22/2021,1,85,78,18,25,21,21,,,200,33,74,6,24,13,16,7,35,42,20,13,13,12,11,85,86.04,86.04,98.791259879,88.596092685,1,WNBA 2021 Regular Season
79,Home,Atlanta,8/24/2021,0,86,79,15,18,25,21,,,200,33,79,7,22,6,9,14,24,38,19,13,6,7,6,79,75.96,75.96,104.002106372,107.285429142,2,WNBA 2021 Regular Season
86,Road,Chicago,8/24/2021,1,86,79,25,15,29,17,,,200,34,66,8,17,10,14,4,31,35,24,17,3,12,4,86,80.16,80.16,107.285429142,104.002106372,2,WNBA 2021 Regular Season
76,Home,Connecticut,8/24/2021,1,62,76,19,21,18,18,,,200,30,67,6,18,10,12,8,31,39,16,14,11,11,2,76,75.28,75.28,100.95642933,82.228116711,3+,WNBA 2021 Regular Season
62,Road,Las Vegas,8/24/2021,0,62,76,15,17,22,8,,,200,25,63,3,9,9,10,6,24,30,15,14,6,14,3,62,75.4,75.4,82.228116711,100.95642933,3+,WNBA 2021 Regular Season
76,Home,Minnesota,8/24/2021,1,70,76,25,15,19,17,,,200,28,66,5,14,15,16,4,33,37,18,13,8,12,5,76,81.04,81.04,93.780848963,86.33448446,2,WNBA 2021 Regular Season
70,Road,Seattle,8/24/2021,0,70,76,14,19,21,16,,,200,28,74,8,24,6,7,10,31,41,20,18,7,14,6,70,81.08,81.08,86.33448446,93.780848963,1,WNBA 2021 Regular Season
78,Home,Washington,8/24/2021,1,68,78,28,28,15,7,,,200,28,63,8,18,14,17,8,33,41,18,18,8,15,5,78,77.48,77.48,100.67114094,85.427135678,1,WNBA 2021 Regular Season
68,Road,Los Angeles,8/24/2021,0,68,78,11,12,21,24,,,200,25,70,5,22,13,15,8,27,35,11,17,9,11,6,68,79.6,79.6,85.427135678,100.67114094,1,WNBA 2021 Regular Season
79,Home,New York,8/25/2021,0,106,79,19,23,27,10,,,200,28,74,13,36,10,12,10,23,33,19,10,7,8,4,79,77.28,77.28,102.225672878,130.928853755,2,WNBA 2021 Regular Season
106,Road,Phoenix,8/25/2021,1,106,79,35,20,27,24,,,200,43,76,12,25,8,9,7,33,40,26,12,4,8,4,106,80.96,80.96,130.928853755,102.225672878,3+,WNBA 2021 Regular Season
71,Home,Atlanta,8/26/2021,0,78,71,24,24,14,9,,,200,26,72,7,23,12,15,5,29,34,19,20,8,8,6,71,81.6,81.6,87.009803922,96.774193548,1,WNBA 2021 Regular Season
78,Road,Las Vegas,8/26/2021,1,78,71,22,18,21,17,,,200,32,73,3,13,11,15,9,34,43,26,13,6,10,5,78,80.6,80.6,96.774193548,87.009803922,1,WNBA 2021 Regular Season
76,Home,Connecticut,8/26/2021,1,72,76,20,16,23,17,,,200,26,60,4,16,20,25,9,21,30,17,20,8,14,4,76,76,76,100,95.795635977,1,WNBA 2021 Regular Season
72,Road,Los Angeles,8/26/2021,0,72,76,10,29,16,17,,,200,27,57,5,16,13,14,3,20,23,20,24,7,15,4,72,75.16,75.16,95.795635977,100,1,WNBA 2021 Regular Season
77,Home,Washington,8/26/2021,0,82,77,26,17,16,18,,,200,28,58,9,22,12,18,5,20,25,21,17,6,13,5,77,73.92,73.92,104.166666667,105.670103093,1,WNBA 2021 Regular Season
82,Road,Dallas,8/26/2021,1,82,77,18,16,24,24,,,200,33,69,5,18,11,15,10,25,35,18,15,5,12,1,82,77.6,77.6,105.670103093,104.166666667,3+,WNBA 2021 Regular Season
64,Home,New York,8/27/2021,0,80,64,14,18,18,14,,,200,25,67,10,33,4,4,3,32,35,20,19,4,17,4,64,82.76,82.76,77.332044466,96.758587325,1,WNBA 2021 Regular Season
80,Road,Phoenix,8/27/2021,1,80,64,26,16,14,24,,,200,27,68,8,26,18,22,7,32,39,15,14,5,12,6,80,82.68,82.68,96.758587325,77.332044466,1,WNBA 2021 Regular Season
69,Home,Seattle,8/27/2021,0,73,69,14,18,23,14,,,200,25,68,3,17,16,17,8,26,34,17,15,9,17,4,69,84.48,84.48,81.676136364,87.656099904,2,WNBA 2021 Regular Season
73,Road,Chicago,8/27/2021,1,73,69,12,16,23,22,,,200,29,69,7,23,8,12,9,30,39,24,18,9,18,1,73,83.28,83.28,87.656099904,81.676136364,2,WNBA 2021 Regular Season
76,Home,Connecticut,8/28/2021,1,61,76,16,24,18,18,,,200,28,59,5,20,15,20,8,30,38,16,23,12,18,3,76,77.8,77.8,97.686375321,84.816462736,1,WNBA 2021 Regular Season
61,Road,Los Angeles,8/28/2021,0,61,76,21,16,10,14,,,200,20,53,8,21,13,18,3,15,18,12,21,10,14,3,61,71.92,71.92,84.816462736,97.686375321,1,WNBA 2021 Regular Season
71,Home,Indiana,8/28/2021,0,87,71,17,14,23,17,,,200,27,67,4,15,13,20,8,23,31,18,18,9,15,2,71,82.8,82.8,85.748792271,105.224963716,3+,WNBA 2021 Regular Season
87,Road,Las Vegas,8/28/2021,1,87,71,27,23,24,13,,,200,31,64,7,12,18,22,7,31,38,23,17,12,16,4,87,82.68,82.68,105.224963716,85.748792271,1,WNBA 2021 Regular Season
76,Home,Washington,8/28/2021,1,75,76,9,10,29,28,,,200,23,62,9,31,21,29,5,17,22,14,18,10,13,4,76,82.76,82.76,91.831802803,97.402597403,1,WNBA 2021 Regular Season
75,Road,Dallas,8/28/2021,0,75,76,17,18,18,22,,,200,25,47,6,14,19,25,4,30,34,13,21,6,23,0,75,77,77,97.402597403,91.831802803,1,WNBA 2021 Regular Season
75,Home,Seattle,8/29/2021,0,107,75,23,18,17,17,,,200,29,64,5,17,12,14,3,19,22,22,9,3,12,2,75,79.16,79.16,94.744820616,139.250390422,1,WNBA 2021 Regular Season
107,Road,Chicago,8/29/2021,1,107,75,31,32,18,26,,,200,41,73,15,22,10,11,10,26,36,26,13,8,9,3,107,76.84,76.84,139.250390422,94.744820616,1,WNBA 2021 Regular Season
74,Home,Indiana,8/31/2021,1,72,74,16,19,18,21,,,200,24,60,6,17,20,24,14,25,39,11,14,6,15,3,74,71.56,71.56,103.409726104,97.826086957,2,WNBA 2021 Regular Season
72,Road,Los Angeles,8/31/2021,0,72,74,13,17,26,16,,,200,28,59,6,17,10,15,3,17,20,21,17,7,11,1,72,73.6,73.6,97.826086957,103.409726104,2,WNBA 2021 Regular Season
74,Home,Minnesota,8/31/2021,1,66,74,20,19,18,17,,,200,24,69,5,26,21,24,10,33,43,10,21,5,14,3,74,83.56,83.56,88.559119196,79.060852899,3+,WNBA 2021 Regular Season
66,Road,New York,8/31/2021,0,66,74,15,22,12,17,,,200,23,71,5,24,15,17,8,30,38,12,21,9,13,4,66,83.48,83.48,79.060852899,88.559119196,3+,WNBA 2021 Regular Season
103,Home,Phoenix,8/31/2021,1,83,103,25,24,22,32,,,200,39,75,14,27,11,12,9,26,35,26,11,8,8,5,103,79.28,79.28,129.919273461,106.958762887,3+,WNBA 2021 Regular Season
83,Road,Chicago,8/31/2021,0,83,103,16,30,16,21,,,200,32,71,6,20,13,15,11,21,32,13,16,2,11,4,83,77.6,77.6,106.958762887,129.919273461,1,WNBA 2021 Regular Season
75,Home,Washington,8/31/2021,0,85,75,16,21,16,22,,,200,25,55,9,26,16,18,3,17,20,19,18,9,14,2,75,73.92,73.92,101.461038961,115.993449782,2,WNBA 2021 Regular Season
85,Road,Connecticut,8/31/2021,1,85,75,22,23,29,11,,,200,34,69,8,20,9,12,16,22,38,20,15,7,15,4,85,73.28,73.28,115.993449782,101.461038961,2,WNBA 2021 Regular Season
72,Home,Dallas,9/2/2021,1,68,72,20,16,11,25,,,200,27,74,6,28,12,16,14,29,43,16,11,10,9,6,72,76.04,76.04,94.687006839,90.042372881,3+,WNBA 2021 Regular Season
68,Road,Atlanta,9/2/2021,0,68,72,12,19,19,18,,,200,28,65,7,21,5,8,7,27,34,19,14,5,14,9,68,75.52,75.52,90.042372881,94.687006839,3+,WNBA 2021 Regular Season
90,Home,Las Vegas,9/2/2021,1,83,90,31,21,17,21,,,200,33,73,4,10,20,25,11,28,39,16,12,7,12,3,90,85,85,105.882352941,101.865488463,3+,WNBA 2021 Regular Season
83,Road,Chicago,9/2/2021,0,83,90,14,22,29,18,,,200,30,68,8,24,15,17,7,25,32,19,18,9,13,5,83,81.48,81.48,101.865488463,105.882352941,1,WNBA 2021 Regular Season
66,Home,Minnesota,9/2/2021,1,57,66,18,17,16,15,,,200,20,58,7,22,19,21,9,34,43,17,16,6,15,3,66,73.24,73.24,90.114691425,73.567372225,1,WNBA 2021 Regular Season
57,Road,Los Angeles,9/2/2021,0,57,66,20,21,12,4,,,200,19,61,6,19,13,17,3,26,29,12,16,9,12,6,57,77.48,77.48,73.567372225,90.114691425,1,WNBA 2021 Regular Season
85,Home,Seattle,9/2/2021,1,75,85,24,16,23,22,,,200,30,63,2,14,23,26,8,23,31,19,15,8,12,3,85,78.44,78.44,108.363080061,96.351490236,3+,WNBA 2021 Regular Season
75,Road,New York,9/2/2021,0,75,85,29,16,19,11,,,200,27,56,11,23,10,11,3,21,24,14,27,8,20,3,75,77.84,77.84,96.351490236,108.363080061,1,WNBA 2021 Regular Season
65,Home,Indiana,9/4/2021,0,87,65,19,25,9,12,,,200,24,66,3,17,14,18,11,28,39,9,20,8,15,6,65,77.92,77.92,83.41889117,109.351432881,3+,WNBA 2021 Regular Season
87,Road,Phoenix,9/4/2021,1,87,65,17,23,36,11,,,200,30,66,9,27,18,24,8,28,36,18,19,10,11,3,87,79.56,79.56,109.351432881,83.41889117,3+,WNBA 2021 Regular Season
93,Home,Minnesota,9/4/2021,1,75,93,24,26,16,27,,,200,36,68,11,25,10,11,6,31,37,24,17,5,13,5,93,79.84,79.84,116.482965932,92.04712813,1,WNBA 2021 Regular Season
75,Road,Washington,9/4/2021,0,75,93,19,16,27,13,,,200,29,75,4,16,13,17,11,25,36,14,11,7,10,2,75,81.48,81.48,92.04712813,116.482965932,3+,WNBA 2021 Regular Season
92,Home,Chicago,9/5/2021,1,84,92,32,22,16,22,,,200,34,67,7,19,17,23,7,31,38,30,18,2,7,6,92,77.12,77.12,119.294605809,105.421686747,2,WNBA 2021 Regular Season
84,Road,Las Vegas,9/5/2021,0,84,92,24,22,21,17,,,200,30,73,5,13,19,22,9,28,37,19,16,6,6,4,84,79.68,79.68,105.421686747,119.294605809,2,WNBA 2021 Regular Season
64,Home,Dallas,9/5/2021,0,69,64,12,20,16,16,,,200,26,78,9,25,3,5,13,32,45,11,16,5,14,4,64,81.2,81.2,78.81773399,91.125198098,2,WNBA 2021 Regular Season
69,Road,Atlanta,9/5/2021,1,69,64,16,16,16,21,,,200,28,70,2,7,11,13,9,33,42,17,11,5,9,6,69,75.72,75.72,91.125198098,78.81773399,2,WNBA 2021 Regular Season
81,Home,Indiana,9/6/2021,0,86,81,22,20,10,29,,,200,31,72,7,22,12,13,10,21,31,20,15,4,6,3,81,73.72,73.72,109.875203473,122.576966933,1,WNBA 2021 Regular Season
86,Road,Phoenix,9/6/2021,1,86,81,18,25,24,19,,,200,34,65,8,16,10,14,9,21,30,24,17,2,8,6,86,70.16,70.16,122.576966933,109.875203473,1,WNBA 2021 Regular Season
56,Home,Dallas,9/7/2021,0,83,56,13,12,14,17,,,200,17,64,7,32,15,19,9,17,26,13,14,4,12,8,56,75.36,75.36,74.309978769,107.56868844,1,WNBA 2021 Regular Season
83,Road,Connecticut,9/7/2021,1,83,56,30,18,19,16,,,200,33,68,7,19,10,14,10,25,35,25,16,11,13,7,83,77.16,77.16,107.56868844,74.309978769,3+,WNBA 2021 Regular Season
105,Home,Seattle,9/7/2021,1,71,105,33,21,28,23,,,200,39,66,14,23,13,16,6,29,35,28,19,11,14,2,105,81.04,81.04,129.565646594,86.081474297,3+,WNBA 2021 Regular Season
71,Road,Washington,9/7/2021,0,71,105,23,16,16,16,,,200,24,61,9,33,14,17,3,21,24,14,18,6,17,0,71,82.48,82.48,86.081474297,129.565646594,2,WNBA 2021 Regular Season
75,Home,Atlanta,9/8/2021,0,76,75,27,21,13,14,,,200,33,70,3,13,6,10,4,27,31,19,14,12,8,3,75,78.4,78.4,95.663265306,95.095095095,2,WNBA 2021 Regular Season
76,Road,Phoenix,9/8/2021,1,76,75,16,18,21,21,,,200,26,60,8,18,16,18,4,28,32,16,14,7,16,3,76,79.92,79.92,95.095095095,95.663265306,1,WNBA 2021 Regular Season
102,Home,Las Vegas,9/8/2021,1,81,102,27,28,19,28,,,200,43,78,4,10,12,14,2,34,36,28,12,8,5,3,102,87.16,87.16,117.026158788,98.540145985,2,WNBA 2021 Regular Season
81,Road,Minnesota,9/8/2021,0,81,102,27,14,18,22,,,200,35,77,7,22,4,5,7,30,37,22,15,0,10,4,81,82.2,82.2,98.540145985,117.026158788,3+,WNBA 2021 Regular Season
57,Home,Los Angeles,9/9/2021,0,75,57,8,20,17,12,,,200,23,55,2,10,9,11,5,14,19,13,22,10,17,4,57,71.84,71.84,79.34298441,100.321027287,3+,WNBA 2021 Regular Season
75,Road,Connecticut,9/9/2021,1,75,57,19,26,16,14,,,200,23,52,3,13,26,29,9,23,32,14,17,13,19,4,75,74.76,74.76,100.321027287,79.34298441,1,WNBA 2021 Regular Season
89,Home,Minnesota,9/10/2021,1,72,89,15,24,30,20,,,200,36,74,7,19,10,13,8,26,34,26,17,10,9,6,89,80.72,80.72,110.257680872,93.701197293,1,WNBA 2021 Regular Season
72,Road,Indiana,9/10/2021,0,72,89,16,18,19,19,,,200,29,69,6,24,8,11,14,22,36,19,12,4,17,5,72,76.84,76.84,93.701197293,110.257680872,3+,WNBA 2021 Regular Season
82,Home,Washington,9/10/2021,1,74,82,16,24,21,21,,,200,29,70,9,24,15,19,11,35,46,20,6,6,10,2,82,77.36,77.36,105.997931748,95.459236326,2,WNBA 2021 Regular Season
74,Road,Atlanta,9/10/2021,0,74,82,17,17,19,21,,,200,32,78,6,22,4,8,11,30,41,12,16,8,7,5,74,77.52,77.52,95.459236326,105.997931748,1,WNBA 2021 Regular Season
77,Home,Dallas,9/11/2021,1,76,77,23,17,16,21,,,200,26,72,10,27,15,19,10,27,37,18,13,6,6,3,77,76.36,76.36,100.838135149,104.338275673,3+,WNBA 2021 Regular Season
76,Road,New York,9/11/2021,0,76,77,18,23,25,10,,,200,30,67,7,24,9,11,8,31,39,22,16,2,9,2,76,72.84,72.84,104.338275673,100.838135149,3+,WNBA 2021 Regular Season
67,Home,Phoenix,9/11/2021,0,76,67,18,25,12,12,,,200,27,56,5,17,8,9,4,27,31,20,21,5,15,6,67,70.96,70.96,94.419391206,105.030403538,2,WNBA 2021 Regular Season
76,Road,Connecticut,9/11/2021,1,76,67,23,26,10,17,,,200,24,64,10,23,18,19,9,22,31,14,12,2,9,1,76,72.36,72.36,105.030403538,94.419391206,1,WNBA 2021 Regular Season
71,Home,Chicago,9/12/2021,0,79,71,14,23,16,18,,,200,28,67,3,22,12,15,6,25,31,17,15,8,14,0,71,81.6,81.6,87.009803922,100.662589195,3+,WNBA 2021 Regular Season
79,Road,Washington,9/12/2021,1,79,71,24,23,14,18,,,200,29,60,9,27,12,17,4,31,35,19,15,9,15,1,79,78.48,78.48,100.662589195,87.009803922,1,WNBA 2021 Regular Season
81,Home,Los Angeles,9/12/2021,1,53,81,24,21,21,15,,,200,30,62,6,13,15,16,8,29,37,13,18,6,12,3,81,73.04,73.04,110.898138007,71.893651655,2,WNBA 2021 Regular Season
53,Road,Seattle,9/12/2021,0,53,81,13,14,13,13,,,200,18,56,6,27,11,13,5,23,28,11,16,7,17,4,53,73.72,73.72,71.893651655,110.898138007,3+,WNBA 2021 Regular Season
90,Home,Minnesota,9/12/2021,1,80,90,24,22,15,29,,,200,32,57,5,13,21,22,8,21,29,18,8,6,16,6,90,74.68,74.68,120.514193894,104.220948411,1,WNBA 2021 Regular Season
80,Road,Indiana,9/12/2021,0,80,90,14,22,27,17,,,200,34,68,8,17,4,4,5,15,20,17,19,9,12,4,80,76.76,76.76,104.220948411,120.514193894,1,WNBA 2021 Regular Season
85,Home,Las Vegas,9/13/2021,1,75,85,19,17,25,24,,,200,31,65,7,19,16,21,5,28,33,16,8,11,9,4,85,78.24,78.24,108.6400818,94.840667678,3+,WNBA 2021 Regular Season
75,Road,Dallas,9/13/2021,0,75,85,29,16,12,18,,,200,31,74,7,26,6,7,12,28,40,18,18,6,14,4,75,79.08,79.08,94.840667678,108.6400818,1,WNBA 2021 Regular Season
85,Home,Atlanta,9/14/2021,1,78,85,21,18,27,19,,,200,33,69,7,16,12,15,11,22,33,19,10,5,13,13,85,77.6,77.6,109.536082474,99.489795918,3+,WNBA 2021 Regular Season
78,Road,Indiana,9/14/2021,0,78,85,26,17,18,17,,,200,32,76,6,20,8,10,15,20,35,22,17,9,13,6,78,78.4,78.4,99.489795918,109.536082474,1,WNBA 2021 Regular Season
98,Home,Connecticut,9/15/2021,1,69,98,14,30,33,21,,,200,36,71,8,18,18,21,13,25,38,23,18,14,20,4,98,87.24,87.24,112.333791839,77.667717244,3+,WNBA 2021 Regular Season
69,Road,New York,9/15/2021,0,69,98,20,27,13,9,,,200,26,62,7,25,10,11,6,15,21,18,15,12,28,4,69,88.84,88.84,77.667717244,112.333791839,3+,WNBA 2021 Regular Season
68,Home,Atlanta,9/16/2021,0,74,68,21,10,18,19,,,200,24,63,5,18,15,17,7,29,36,13,26,5,14,1,68,77.48,77.48,87.764584409,94.726062468,1,WNBA 2021 Regular Season
74,Road,Los Angeles,9/16/2021,1,74,68,20,14,19,21,,,200,26,58,5,16,17,23,3,28,31,16,20,8,13,1,74,78.12,78.12,94.726062468,87.764584409,3+,WNBA 2021 Regular Season
70,Home,Chicago,9/17/2021,0,103,70,22,17,21,10,,,200,28,70,8,30,6,6,2,17,19,19,11,6,12,7,70,82.64,82.64,84.704743466,123.857623858,3+,WNBA 2021 Regular Season
103,Road,Las Vegas,9/17/2021,1,103,70,27,34,28,14,,,200,41,73,9,18,12,14,11,36,47,32,6,9,15,3,103,83.16,83.16,123.857623858,84.704743466,3+,WNBA 2021 Regular Season
73,Home,Indiana,9/17/2021,0,92,73,21,23,10,19,,,200,25,69,5,22,18,18,9,27,36,15,17,7,16,3,73,83.92,83.92,86.987607245,107.52688172,2,WNBA 2021 Regular Season
